payout_provider,payout_amount,payout_currency,timestamp
Amazon.com,5.0,USD,2024-06-17T09:47:37.371795+00:00
PayPal,5.0,AUD,2024-06-17T09:47:37.395979+00:00
PayPal,100.0,EUR,2024-06-17T09:47:37.420513+00:00
PayPal International,10.0,EUR,2024-06-17T09:47:37.456062+00:00
Amazon.co.uk,5.0,GBP,2024-06-17T09:47:37.481371+00:00
PayPal,5.0,USD,2024-06-17T09:47:37.508405+00:00
PayPal,5.0,USD,2024-06-17T09:47:37.533196+00:00
PayPal,10.0,EUR,2024-06-17T09:47:39.080938+00:00
PayPal,50.0,GBP,2024-06-17T09:47:39.104424+00:00
PayPal,50.0,EUR,2024-06-17T09:47:39.128623+00:00
PayPal,5.0,GBP,2024-06-17T09:47:39.153181+00:00
PayPal,5.0,USD,2024-06-17T09:47:39.178689+00:00
PayPal,5.0,GBP,2024-06-17T09:47:39.201714+00:00
PayPal,5.0,GBP,2024-06-17T09:47:39.225574+00:00
Amazon.co.uk,10.0,GBP,2024-06-17T09:47:39.249851+00:00
Revolut,1.0,EUR,2024-06-17T09:47:39.274479+00:00
PayPal,20.0,AUD,2024-06-17T09:47:39.299473+00:00
PayPal,5.0,GBP,2024-06-17T09:47:39.324831+00:00
PayPal,100.0,EUR,2024-06-17T09:47:39.348322+00:00
PayPal,20.0,USD,2024-06-17T09:47:39.372826+00:00
PayPal,10.0,AUD,2024-06-17T09:47:39.396300+00:00
Amazon.com,5.0,USD,2024-06-17T09:47:39.420932+00:00
PayPal,5.0,AUD,2024-06-17T09:47:39.445490+00:00
PayPal,100.0,EUR,2024-06-17T09:47:39.472175+00:00
PayPal International,10.0,EUR,2024-06-17T09:47:39.498104+00:00
Amazon.co.uk,5.0,GBP,2024-06-17T09:47:39.527306+00:00
PayPal,5.0,USD,2024-06-17T09:47:39.552715+00:00
PayPal,10.0,EUR,2024-06-17T09:47:41.095591+00:00
PayPal,50.0,GBP,2024-06-17T09:47:41.120106+00:00
PayPal,50.0,EUR,2024-06-17T09:47:41.144957+00:00
PayPal,5.0,GBP,2024-06-17T09:47:41.171227+00:00
PayPal,5.0,USD,2024-06-17T09:47:41.196432+00:00
PayPal,5.0,GBP,2024-06-17T09:47:41.219514+00:00
PayPal,5.0,GBP,2024-06-17T09:47:41.243058+00:00
Amazon.co.uk,10.0,GBP,2024-06-17T09:47:41.268326+00:00
Revolut,1.0,EUR,2024-06-17T09:47:41.292812+00:00
PayPal,20.0,AUD,2024-06-17T09:47:41.317659+00:00
PayPal,5.0,GBP,2024-06-17T09:47:41.342360+00:00
PayPal,100.0,EUR,2024-06-17T09:47:41.365053+00:00
PayPal,20.0,USD,2024-06-17T09:47:41.391612+00:00
PayPal,10.0,AUD,2024-06-17T09:47:41.417359+00:00
Amazon.com,5.0,USD,2024-06-17T09:47:41.443007+00:00
PayPal,5.0,AUD,2024-06-17T09:47:41.470287+00:00
PayPal,100.0,EUR,2024-06-17T09:47:41.497227+00:00
PayPal International,10.0,EUR,2024-06-17T09:47:41.521454+00:00
Amazon.co.uk,5.0,GBP,2024-06-17T09:47:41.549053+00:00
PayPal,5.0,USD,2024-06-17T09:47:41.571408+00:00
PayPal,20.0,USD,2024-06-17T09:47:43.117730+00:00
PayPal,5.0,EUR,2024-06-17T09:47:43.141306+00:00
PayPal,5.0,EUR,2024-06-17T09:47:43.167153+00:00
PayPal,10.0,EUR,2024-06-17T09:47:43.191157+00:00
PayPal,50.0,GBP,2024-06-17T09:47:43.213986+00:00
PayPal,50.0,EUR,2024-06-17T09:47:43.237995+00:00
PayPal,5.0,GBP,2024-06-17T09:47:43.261508+00:00
PayPal,5.0,USD,2024-06-17T09:47:43.286904+00:00
PayPal,5.0,GBP,2024-06-17T09:47:43.312284+00:00
PayPal,5.0,GBP,2024-06-17T09:47:43.335501+00:00
Amazon.co.uk,10.0,GBP,2024-06-17T09:47:43.359415+00:00
Revolut,1.0,EUR,2024-06-17T09:47:43.384351+00:00
PayPal,20.0,AUD,2024-06-17T09:47:43.407682+00:00
PayPal,5.0,GBP,2024-06-17T09:47:43.432638+00:00
PayPal,100.0,EUR,2024-06-17T09:47:43.457325+00:00
PayPal,20.0,USD,2024-06-17T09:47:43.482067+00:00
PayPal,10.0,AUD,2024-06-17T09:47:43.508672+00:00
Amazon.com,5.0,USD,2024-06-17T09:47:43.533692+00:00
PayPal,5.0,AUD,2024-06-17T09:47:43.559526+00:00
PayPal,100.0,EUR,2024-06-17T09:47:43.584458+00:00
Marks and Spencer,50.0,GBP,2024-06-17T09:47:45.132221+00:00
PayPal,20.0,AUD,2024-06-17T09:47:45.162530+00:00
PayPal,20.0,USD,2024-06-17T09:47:45.192663+00:00
PayPal,5.0,EUR,2024-06-17T09:47:45.228146+00:00
PayPal,5.0,EUR,2024-06-17T09:47:45.256802+00:00
PayPal,10.0,EUR,2024-06-17T09:47:45.281858+00:00
PayPal,50.0,GBP,2024-06-17T09:47:45.306404+00:00
PayPal,50.0,EUR,2024-06-17T09:47:45.330152+00:00
PayPal,5.0,GBP,2024-06-17T09:47:45.354311+00:00
PayPal,5.0,USD,2024-06-17T09:47:45.379382+00:00
PayPal,5.0,GBP,2024-06-17T09:47:45.406746+00:00
PayPal,5.0,GBP,2024-06-17T09:47:45.430893+00:00
Amazon.co.uk,10.0,GBP,2024-06-17T09:47:45.457105+00:00
Revolut,1.0,EUR,2024-06-17T09:47:45.485459+00:00
PayPal,20.0,AUD,2024-06-17T09:47:45.520553+00:00
PayPal,5.0,GBP,2024-06-17T09:47:45.545114+00:00
PayPal,100.0,EUR,2024-06-17T09:47:45.569841+00:00
PayPal,20.0,USD,2024-06-17T09:47:45.597811+00:00
PayPal,10.0,AUD,2024-06-17T09:47:45.621454+00:00
Amazon.com,5.0,USD,2024-06-17T09:47:45.644602+00:00
Coles AU,100.0,AUD,2024-06-17T09:47:48.736240+00:00
Revolut,2.0,GBP,2024-06-17T09:47:48.760752+00:00
Marks and Spencer,50.0,GBP,2024-06-17T09:47:48.784977+00:00
PayPal,20.0,AUD,2024-06-17T09:47:48.808472+00:00
PayPal,20.0,USD,2024-06-17T09:47:48.833339+00:00
PayPal,5.0,EUR,2024-06-17T09:47:48.859395+00:00
PayPal,5.0,EUR,2024-06-17T09:47:48.883312+00:00
PayPal,10.0,EUR,2024-06-17T09:47:48.906901+00:00
PayPal,50.0,GBP,2024-06-17T09:47:48.932022+00:00
PayPal,50.0,EUR,2024-06-17T09:47:48.958071+00:00
PayPal,5.0,GBP,2024-06-17T09:47:48.984251+00:00
PayPal,5.0,USD,2024-06-17T09:47:49.008623+00:00
PayPal,5.0,GBP,2024-06-17T09:47:49.033741+00:00
PayPal,5.0,GBP,2024-06-17T09:47:49.058474+00:00
Amazon.co.uk,10.0,GBP,2024-06-17T09:47:49.081945+00:00
Revolut,1.0,EUR,2024-06-17T09:47:49.105939+00:00
PayPal,20.0,AUD,2024-06-17T09:47:49.130795+00:00
PayPal,5.0,GBP,2024-06-17T09:47:49.157886+00:00
PayPal,100.0,EUR,2024-06-17T09:47:49.182723+00:00
PayPal,20.0,USD,2024-06-17T09:47:49.208036+00:00
PayPal,5.0,GBP,2024-06-17T09:47:52.664015+00:00
Virtual Visa,10.0,USD,2024-06-17T09:47:52.691330+00:00
Coles AU,100.0,AUD,2024-06-17T09:47:52.716768+00:00
Revolut,2.0,GBP,2024-06-17T09:47:52.740697+00:00
Marks and Spencer,50.0,GBP,2024-06-17T09:47:52.765578+00:00
PayPal,20.0,AUD,2024-06-17T09:47:52.790444+00:00
PayPal,20.0,USD,2024-06-17T09:47:52.814470+00:00
PayPal,5.0,EUR,2024-06-17T09:47:52.839567+00:00
PayPal,5.0,EUR,2024-06-17T09:47:52.864591+00:00
PayPal,10.0,EUR,2024-06-17T09:47:52.887874+00:00
PayPal,50.0,GBP,2024-06-17T09:47:52.911761+00:00
PayPal,50.0,EUR,2024-06-17T09:47:52.936121+00:00
PayPal,5.0,GBP,2024-06-17T09:47:52.959923+00:00
PayPal,5.0,USD,2024-06-17T09:47:52.985678+00:00
PayPal,5.0,GBP,2024-06-17T09:47:53.010408+00:00
PayPal,5.0,GBP,2024-06-17T09:47:53.040217+00:00
Amazon.co.uk,10.0,GBP,2024-06-17T09:47:53.065450+00:00
Revolut,1.0,EUR,2024-06-17T09:47:53.090661+00:00
PayPal,20.0,AUD,2024-06-17T09:47:53.118805+00:00
PayPal,5.0,GBP,2024-06-17T09:47:53.142407+00:00
PayPal,10.0,GBP,2024-06-17T09:47:54.693720+00:00
PayPal,10.0,EUR,2024-06-17T09:47:54.721730+00:00
PayPal,5.0,USD,2024-06-17T09:47:54.747717+00:00
PayPal,5.0,GBP,2024-06-17T09:47:54.772250+00:00
Virtual Visa,10.0,USD,2024-06-17T09:47:54.796807+00:00
Coles AU,100.0,AUD,2024-06-17T09:47:54.820716+00:00
Revolut,2.0,GBP,2024-06-17T09:47:54.845717+00:00
Marks and Spencer,50.0,GBP,2024-06-17T09:47:54.870441+00:00
PayPal,20.0,AUD,2024-06-17T09:47:54.895008+00:00
PayPal,20.0,USD,2024-06-17T09:47:54.917399+00:00
PayPal,5.0,EUR,2024-06-17T09:47:54.941817+00:00
PayPal,5.0,EUR,2024-06-17T09:47:54.967165+00:00
PayPal,10.0,EUR,2024-06-17T09:47:54.992285+00:00
PayPal,50.0,GBP,2024-06-17T09:47:55.017711+00:00
PayPal,50.0,EUR,2024-06-17T09:47:55.045766+00:00
PayPal,5.0,GBP,2024-06-17T09:47:55.075663+00:00
PayPal,5.0,USD,2024-06-17T09:47:55.099829+00:00
PayPal,5.0,GBP,2024-06-17T09:47:55.124362+00:00
PayPal,5.0,GBP,2024-06-17T09:47:55.148527+00:00
Amazon.co.uk,10.0,GBP,2024-06-17T09:47:55.173353+00:00
PayPal,10.0,GBP,2024-06-17T09:47:56.714615+00:00
PayPal,10.0,EUR,2024-06-17T09:47:56.742278+00:00
PayPal,5.0,USD,2024-06-17T09:47:56.767314+00:00
PayPal,5.0,GBP,2024-06-17T09:47:56.791869+00:00
Virtual Visa,10.0,USD,2024-06-17T09:47:56.818273+00:00
Coles AU,100.0,AUD,2024-06-17T09:47:56.842798+00:00
Revolut,2.0,GBP,2024-06-17T09:47:56.870250+00:00
Marks and Spencer,50.0,GBP,2024-06-17T09:47:56.892205+00:00
PayPal,20.0,AUD,2024-06-17T09:47:56.917755+00:00
PayPal,20.0,USD,2024-06-17T09:47:56.943197+00:00
PayPal,5.0,EUR,2024-06-17T09:47:56.970816+00:00
PayPal,5.0,EUR,2024-06-17T09:47:56.996790+00:00
PayPal,10.0,EUR,2024-06-17T09:47:57.022391+00:00
PayPal,50.0,GBP,2024-06-17T09:47:57.049854+00:00
PayPal,50.0,EUR,2024-06-17T09:47:57.074528+00:00
PayPal,5.0,GBP,2024-06-17T09:47:57.103275+00:00
PayPal,5.0,USD,2024-06-17T09:47:57.127576+00:00
PayPal,5.0,GBP,2024-06-17T09:47:57.153969+00:00
PayPal,5.0,GBP,2024-06-17T09:47:57.181649+00:00
Amazon.co.uk,10.0,GBP,2024-06-17T09:47:57.206949+00:00
Esselunga IT,25.0,EUR,2024-06-17T09:47:58.746680+00:00
PayPal,5.0,GBP,2024-06-17T09:47:58.777324+00:00
PayPal,10.0,EUR,2024-06-17T09:47:58.804652+00:00
PayPal,10.0,GBP,2024-06-17T09:47:58.828996+00:00
PayPal,10.0,EUR,2024-06-17T09:47:58.854821+00:00
PayPal,5.0,USD,2024-06-17T09:47:58.882743+00:00
PayPal,5.0,GBP,2024-06-17T09:47:58.909878+00:00
Virtual Visa,10.0,USD,2024-06-17T09:47:58.936096+00:00
Coles AU,100.0,AUD,2024-06-17T09:47:58.962608+00:00
Revolut,2.0,GBP,2024-06-17T09:47:58.990061+00:00
Marks and Spencer,50.0,GBP,2024-06-17T09:47:59.016071+00:00
PayPal,20.0,AUD,2024-06-17T09:47:59.040976+00:00
PayPal,20.0,USD,2024-06-17T09:47:59.067087+00:00
PayPal,5.0,EUR,2024-06-17T09:47:59.092511+00:00
PayPal,5.0,EUR,2024-06-17T09:47:59.120746+00:00
PayPal,10.0,EUR,2024-06-17T09:47:59.154038+00:00
PayPal,50.0,GBP,2024-06-17T09:47:59.183584+00:00
PayPal,50.0,EUR,2024-06-17T09:47:59.208553+00:00
PayPal,5.0,GBP,2024-06-17T09:47:59.234087+00:00
PayPal,5.0,USD,2024-06-17T09:47:59.257887+00:00
PayPal International,5.0,EUR,2024-06-17T09:48:00.817973+00:00
PayPal,10.0,GBP,2024-06-17T09:48:00.845076+00:00
Esselunga IT,25.0,EUR,2024-06-17T09:48:00.871439+00:00
PayPal,5.0,GBP,2024-06-17T09:48:00.898344+00:00
PayPal,10.0,EUR,2024-06-17T09:48:00.925255+00:00
PayPal,10.0,GBP,2024-06-17T09:48:00.949615+00:00
PayPal,10.0,EUR,2024-06-17T09:48:00.975605+00:00
PayPal,5.0,USD,2024-06-17T09:48:01.001359+00:00
PayPal,5.0,GBP,2024-06-17T09:48:01.028016+00:00
Virtual Visa,10.0,USD,2024-06-17T09:48:01.052984+00:00
Coles AU,100.0,AUD,2024-06-17T09:48:01.077809+00:00
Revolut,2.0,GBP,2024-06-17T09:48:01.101695+00:00
Marks and Spencer,50.0,GBP,2024-06-17T09:48:01.126159+00:00
PayPal,20.0,AUD,2024-06-17T09:48:01.151112+00:00
PayPal,20.0,USD,2024-06-17T09:48:01.179040+00:00
PayPal,5.0,EUR,2024-06-17T09:48:01.214618+00:00
PayPal,5.0,EUR,2024-06-17T09:48:01.240149+00:00
PayPal,10.0,EUR,2024-06-17T09:48:01.264177+00:00
PayPal,50.0,GBP,2024-06-17T09:48:01.288015+00:00
PayPal,50.0,EUR,2024-06-17T09:48:01.313680+00:00
PayPal International,5.0,EUR,2024-06-17T09:48:02.857717+00:00
PayPal,10.0,GBP,2024-06-17T09:48:02.884557+00:00
Esselunga IT,25.0,EUR,2024-06-17T09:48:02.907650+00:00
PayPal,5.0,GBP,2024-06-17T09:48:02.931723+00:00
PayPal,10.0,EUR,2024-06-17T09:48:02.956289+00:00
PayPal,10.0,GBP,2024-06-17T09:48:02.980911+00:00
PayPal,10.0,EUR,2024-06-17T09:48:03.006973+00:00
PayPal,5.0,USD,2024-06-17T09:48:03.034339+00:00
PayPal,5.0,GBP,2024-06-17T09:48:03.058445+00:00
Virtual Visa,10.0,USD,2024-06-17T09:48:03.083665+00:00
Coles AU,100.0,AUD,2024-06-17T09:48:03.107553+00:00
Revolut,2.0,GBP,2024-06-17T09:48:03.131538+00:00
Marks and Spencer,50.0,GBP,2024-06-17T09:48:03.156991+00:00
PayPal,20.0,AUD,2024-06-17T09:48:03.182445+00:00
PayPal,20.0,USD,2024-06-17T09:48:03.210151+00:00
PayPal,5.0,EUR,2024-06-17T09:48:03.235099+00:00
PayPal,5.0,EUR,2024-06-17T09:48:03.258486+00:00
PayPal,10.0,EUR,2024-06-17T09:48:03.284410+00:00
PayPal,50.0,GBP,2024-06-17T09:48:03.308325+00:00
PayPal,50.0,EUR,2024-06-17T09:48:03.331685+00:00
PayPal,10.0,EUR,2024-06-17T09:48:06.775041+00:00
Amazon.fr,5.0,EUR,2024-06-17T09:48:06.806567+00:00
Amazon.de,10.0,EUR,2024-06-17T09:48:06.837703+00:00
Carrefour FR,10.0,EUR,2024-06-17T09:48:06.870209+00:00
PayPal,20.0,EUR,2024-06-17T09:48:06.904740+00:00
PayPal International,5.0,EUR,2024-06-17T09:48:06.931936+00:00
PayPal,10.0,GBP,2024-06-17T09:48:06.956337+00:00
Esselunga IT,25.0,EUR,2024-06-17T09:48:06.983393+00:00
PayPal,5.0,GBP,2024-06-17T09:48:07.008987+00:00
PayPal,10.0,EUR,2024-06-17T09:48:07.035768+00:00
PayPal,10.0,GBP,2024-06-17T09:48:07.060185+00:00
PayPal,10.0,EUR,2024-06-17T09:48:07.087595+00:00
PayPal,5.0,USD,2024-06-17T09:48:07.112674+00:00
PayPal,5.0,GBP,2024-06-17T09:48:07.137883+00:00
Virtual Visa,10.0,USD,2024-06-17T09:48:07.161944+00:00
Coles AU,100.0,AUD,2024-06-17T09:48:07.187441+00:00
Revolut,2.0,GBP,2024-06-17T09:48:07.213973+00:00
Marks and Spencer,50.0,GBP,2024-06-17T09:48:07.241560+00:00
PayPal,20.0,AUD,2024-06-17T09:48:07.264747+00:00
PayPal,20.0,USD,2024-06-17T09:48:07.289431+00:00
PayPal,100.0,USD,2024-06-17T09:48:08.853605+00:00
PayPal,10.0,EUR,2024-06-17T09:48:08.891320+00:00
PayPal,10.0,EUR,2024-06-17T09:48:08.932364+00:00
Amazon.fr,5.0,EUR,2024-06-17T09:48:08.965963+00:00
Amazon.de,10.0,EUR,2024-06-17T09:48:08.995566+00:00
Carrefour FR,10.0,EUR,2024-06-17T09:48:09.024669+00:00
PayPal,20.0,EUR,2024-06-17T09:48:09.054267+00:00
PayPal International,5.0,EUR,2024-06-17T09:48:09.080238+00:00
PayPal,10.0,GBP,2024-06-17T09:48:09.116559+00:00
Esselunga IT,25.0,EUR,2024-06-17T09:48:09.143388+00:00
PayPal,5.0,GBP,2024-06-17T09:48:09.168475+00:00
PayPal,10.0,EUR,2024-06-17T09:48:09.192418+00:00
PayPal,10.0,GBP,2024-06-17T09:48:09.216944+00:00
PayPal,10.0,EUR,2024-06-17T09:48:09.241664+00:00
PayPal,5.0,USD,2024-06-17T09:48:09.266987+00:00
PayPal,5.0,GBP,2024-06-17T09:48:09.294539+00:00
Virtual Visa,10.0,USD,2024-06-17T09:48:09.321092+00:00
Coles AU,100.0,AUD,2024-06-17T09:48:09.345004+00:00
Revolut,2.0,GBP,2024-06-17T09:48:09.371485+00:00
Marks and Spencer,50.0,GBP,2024-06-17T09:48:09.397355+00:00
PayPal,5.0,AUD,2024-06-17T09:48:10.938968+00:00
PayPal,100.0,USD,2024-06-17T09:48:10.962307+00:00
PayPal,10.0,EUR,2024-06-17T09:48:10.989991+00:00
PayPal,10.0,EUR,2024-06-17T09:48:11.015724+00:00
Amazon.fr,5.0,EUR,2024-06-17T09:48:11.040919+00:00
Amazon.de,10.0,EUR,2024-06-17T09:48:11.066370+00:00
Carrefour FR,10.0,EUR,2024-06-17T09:48:11.091894+00:00
PayPal,20.0,EUR,2024-06-17T09:48:11.117157+00:00
PayPal International,5.0,EUR,2024-06-17T09:48:11.143746+00:00
PayPal,10.0,GBP,2024-06-17T09:48:11.167470+00:00
Esselunga IT,25.0,EUR,2024-06-17T09:48:11.192078+00:00
PayPal,5.0,GBP,2024-06-17T09:48:11.216651+00:00
PayPal,10.0,EUR,2024-06-17T09:48:11.240928+00:00
PayPal,10.0,GBP,2024-06-17T09:48:11.265146+00:00
PayPal,10.0,EUR,2024-06-17T09:48:11.288232+00:00
PayPal,5.0,USD,2024-06-17T09:48:11.316471+00:00
PayPal,5.0,GBP,2024-06-17T09:48:11.342957+00:00
Virtual Visa,10.0,USD,2024-06-17T09:48:11.367451+00:00
Coles AU,100.0,AUD,2024-06-17T09:48:11.393321+00:00
Revolut,2.0,GBP,2024-06-17T09:48:11.417971+00:00
PayPal,5.0,GBP,2024-06-17T09:48:14.509044+00:00
PayPal,5.0,USD,2024-06-17T09:48:14.532693+00:00
PayPal,5.0,GBP,2024-06-17T09:48:14.560280+00:00
Virtual Visa International,2.0,USD,2024-06-17T09:48:14.585537+00:00
PayPal,5.0,AUD,2024-06-17T09:48:14.610010+00:00
PayPal,100.0,USD,2024-06-17T09:48:14.634629+00:00
PayPal,10.0,EUR,2024-06-17T09:48:14.660016+00:00
PayPal,10.0,EUR,2024-06-17T09:48:14.685034+00:00
Amazon.fr,5.0,EUR,2024-06-17T09:48:14.711737+00:00
Amazon.de,10.0,EUR,2024-06-17T09:48:14.736565+00:00
Carrefour FR,10.0,EUR,2024-06-17T09:48:14.762767+00:00
PayPal,20.0,EUR,2024-06-17T09:48:14.788518+00:00
PayPal International,5.0,EUR,2024-06-17T09:48:14.813627+00:00
PayPal,10.0,GBP,2024-06-17T09:48:14.837213+00:00
Esselunga IT,25.0,EUR,2024-06-17T09:48:14.862765+00:00
PayPal,5.0,GBP,2024-06-17T09:48:14.889318+00:00
PayPal,10.0,EUR,2024-06-17T09:48:14.914441+00:00
PayPal,10.0,GBP,2024-06-17T09:48:14.938034+00:00
PayPal,10.0,EUR,2024-06-17T09:48:14.962701+00:00
PayPal,5.0,USD,2024-06-17T09:48:14.988577+00:00
PayPal,10.0,EUR,2024-06-17T09:48:16.537199+00:00
PayPal,5.0,EUR,2024-06-17T09:48:16.564729+00:00
PayPal,5.0,GBP,2024-06-17T09:48:16.594363+00:00
PayPal,5.0,USD,2024-06-17T09:48:16.629983+00:00
PayPal,5.0,GBP,2024-06-17T09:48:16.654551+00:00
Virtual Visa International,2.0,USD,2024-06-17T09:48:16.681154+00:00
PayPal,5.0,AUD,2024-06-17T09:48:16.704264+00:00
PayPal,100.0,USD,2024-06-17T09:48:16.729960+00:00
PayPal,10.0,EUR,2024-06-17T09:48:16.754566+00:00
PayPal,10.0,EUR,2024-06-17T09:48:16.780058+00:00
Amazon.fr,5.0,EUR,2024-06-17T09:48:16.805277+00:00
Amazon.de,10.0,EUR,2024-06-17T09:48:16.828681+00:00
Carrefour FR,10.0,EUR,2024-06-17T09:48:16.852647+00:00
PayPal,20.0,EUR,2024-06-17T09:48:16.877583+00:00
PayPal International,5.0,EUR,2024-06-17T09:48:16.902649+00:00
PayPal,10.0,GBP,2024-06-17T09:48:16.926369+00:00
Esselunga IT,25.0,EUR,2024-06-17T09:48:16.949627+00:00
PayPal,5.0,GBP,2024-06-17T09:48:16.981986+00:00
PayPal,10.0,EUR,2024-06-17T09:48:17.007142+00:00
PayPal,10.0,GBP,2024-06-17T09:48:17.033781+00:00
PayPal,5.0,EUR,2024-06-17T09:48:20.312581+00:00
Venmo,5.0,USD,2024-06-17T09:48:20.335948+00:00
PayPal,50.0,EUR,2024-06-17T09:48:20.360704+00:00
PayPal,100.0,USD,2024-06-17T09:48:20.385097+00:00
DANA Cash Voucher IDR,50.0,IDR,2024-06-17T09:48:20.409575+00:00
PayPal,10.0,EUR,2024-06-17T09:48:20.433967+00:00
PayPal,5.0,EUR,2024-06-17T09:48:20.461659+00:00
PayPal,5.0,GBP,2024-06-17T09:48:20.490270+00:00
PayPal,5.0,USD,2024-06-17T09:48:20.518359+00:00
PayPal,5.0,GBP,2024-06-17T09:48:20.543335+00:00
Virtual Visa International,2.0,USD,2024-06-17T09:48:20.575651+00:00
PayPal,5.0,AUD,2024-06-17T09:48:20.601490+00:00
PayPal,100.0,USD,2024-06-17T09:48:20.626197+00:00
PayPal,10.0,EUR,2024-06-17T09:48:20.653524+00:00
PayPal,10.0,EUR,2024-06-17T09:48:20.677048+00:00
Amazon.fr,5.0,EUR,2024-06-17T09:48:20.701425+00:00
Amazon.de,10.0,EUR,2024-06-17T09:48:20.724940+00:00
Carrefour FR,10.0,EUR,2024-06-17T09:48:20.749580+00:00
PayPal,20.0,EUR,2024-06-17T09:48:20.773873+00:00
PayPal International,5.0,EUR,2024-06-17T09:48:20.799422+00:00
PayPal,10.0,GBP,2024-06-17T09:48:23.992114+00:00
PayPal,5.0,EUR,2024-06-17T09:48:24.018873+00:00
PayPal,5.0,USD,2024-06-17T09:48:24.045001+00:00
PayPal,5.0,USD,2024-06-17T09:48:24.071833+00:00
Amazon.it,1.0,EUR,2024-06-17T09:48:24.098433+00:00
PayPal,20.0,EUR,2024-06-17T09:48:24.121603+00:00
PayPal,5.0,AUD,2024-06-17T09:48:24.144446+00:00
PayPal,5.0,EUR,2024-06-17T09:48:24.168584+00:00
PayPal,50.0,GBP,2024-06-17T09:48:24.194864+00:00
PayPal,5.0,EUR,2024-06-17T09:48:24.227428+00:00
Venmo,5.0,USD,2024-06-17T09:48:24.253745+00:00
PayPal,50.0,EUR,2024-06-17T09:48:24.277376+00:00
PayPal,100.0,USD,2024-06-17T09:48:24.301905+00:00
DANA Cash Voucher IDR,50.0,IDR,2024-06-17T09:48:24.326154+00:00
PayPal,10.0,EUR,2024-06-17T09:48:24.350829+00:00
PayPal,5.0,EUR,2024-06-17T09:48:24.374407+00:00
PayPal,5.0,GBP,2024-06-17T09:48:24.399220+00:00
PayPal,5.0,USD,2024-06-17T09:48:24.423198+00:00
PayPal,5.0,GBP,2024-06-17T09:48:24.448652+00:00
Virtual Visa International,2.0,USD,2024-06-17T09:48:24.473420+00:00
PayPal,10.0,GBP,2024-06-17T09:48:26.021619+00:00
PayPal,5.0,EUR,2024-06-17T09:48:26.048681+00:00
PayPal,5.0,USD,2024-06-17T09:48:26.072173+00:00
PayPal,5.0,USD,2024-06-17T09:48:26.097448+00:00
Amazon.it,1.0,EUR,2024-06-17T09:48:26.121644+00:00
PayPal,20.0,EUR,2024-06-17T09:48:26.144123+00:00
PayPal,5.0,AUD,2024-06-17T09:48:26.169182+00:00
PayPal,5.0,EUR,2024-06-17T09:48:26.193268+00:00
PayPal,50.0,GBP,2024-06-17T09:48:26.220498+00:00
PayPal,5.0,EUR,2024-06-17T09:48:26.246143+00:00
Venmo,5.0,USD,2024-06-17T09:48:26.270515+00:00
PayPal,50.0,EUR,2024-06-17T09:48:26.295190+00:00
PayPal,100.0,USD,2024-06-17T09:48:26.320766+00:00
DANA Cash Voucher IDR,50.0,IDR,2024-06-17T09:48:26.345414+00:00
PayPal,10.0,EUR,2024-06-17T09:48:26.371049+00:00
PayPal,5.0,EUR,2024-06-17T09:48:26.395666+00:00
PayPal,5.0,GBP,2024-06-17T09:48:26.419037+00:00
PayPal,5.0,USD,2024-06-17T09:48:26.445066+00:00
PayPal,5.0,GBP,2024-06-17T09:48:26.472833+00:00
Virtual Visa International,2.0,USD,2024-06-17T09:48:26.497579+00:00
PayPal,10.0,GBP,2024-06-17T09:48:28.045921+00:00
PayPal,5.0,EUR,2024-06-17T09:48:28.075312+00:00
PayPal,5.0,USD,2024-06-17T09:48:28.099929+00:00
PayPal,5.0,USD,2024-06-17T09:48:28.126037+00:00
Amazon.it,1.0,EUR,2024-06-17T09:48:28.150709+00:00
PayPal,20.0,EUR,2024-06-17T09:48:28.175865+00:00
PayPal,5.0,AUD,2024-06-17T09:48:28.200804+00:00
PayPal,5.0,EUR,2024-06-17T09:48:28.227950+00:00
PayPal,50.0,GBP,2024-06-17T09:48:28.255538+00:00
PayPal,5.0,EUR,2024-06-17T09:48:28.280533+00:00
Venmo,5.0,USD,2024-06-17T09:48:28.306096+00:00
PayPal,50.0,EUR,2024-06-17T09:48:28.331107+00:00
PayPal,100.0,USD,2024-06-17T09:48:28.357262+00:00
DANA Cash Voucher IDR,50.0,IDR,2024-06-17T09:48:28.382263+00:00
PayPal,10.0,EUR,2024-06-17T09:48:28.406314+00:00
PayPal,5.0,EUR,2024-06-17T09:48:28.430835+00:00
PayPal,5.0,GBP,2024-06-17T09:48:28.456354+00:00
PayPal,5.0,USD,2024-06-17T09:48:28.480430+00:00
PayPal,5.0,GBP,2024-06-17T09:48:28.512993+00:00
Virtual Visa International,2.0,USD,2024-06-17T09:48:28.539001+00:00
PayPal,20.0,EUR,2024-06-17T09:48:31.993664+00:00
PayPal International,5.0,EUR,2024-06-17T09:48:32.019826+00:00
PayPal,5.0,EUR,2024-06-17T09:48:32.044899+00:00
PayPal,20.0,EUR,2024-06-17T09:48:32.072868+00:00
ACH,20.0,USD,2024-06-17T09:48:32.099231+00:00
PayPal,10.0,GBP,2024-06-17T09:48:32.125061+00:00
PayPal,5.0,EUR,2024-06-17T09:48:32.149019+00:00
PayPal,5.0,USD,2024-06-17T09:48:32.173869+00:00
PayPal,5.0,USD,2024-06-17T09:48:32.198050+00:00
Amazon.it,1.0,EUR,2024-06-17T09:48:32.222484+00:00
